iter	Passed	Remaining
1668	21512	4266
1669	21524	4253
1670	21537	4240
1671	21550	4227
1672	21563	4214
1673	21577	4202
1674	21589	4189
1675	21603	4176
1676	21616	4163
1677	21629	4150
1678	21643	4137
1679	21655	4124
1680	21668	4112
1681	21682	4099
1682	21694	4086
1683	21708	4073
1684	21722	4060
1685	21735	4047
1686	21748	4035
1687	21760	4022
1688	21772	4009
1689	21785	3996
1690	21799	3983
1691	21812	3970
1692	21825	3957
1693	21837	3944
1694	21850	3931
1695	21862	3918
1696	21875	3905
1697	21889	3893
1698	21902	3880
1699	21915	3867
1700	21928	3854
1701	21941	3841
1702	21954	3828
1703	21968	3816
1704	21982	3803
1705	21996	3790
1706	22009	3777
1707	22022	3765
1708	22035	3752
1709	22048	3739
1710	22061	3726
1711	22073	3713
1712	22087	3700
1713	22100	3687
1714	22113	3674
1715	22126	3661
1716	22139	3649
1717	22152	3636
1718	22165	3623
1719	22180	3610
1720	22193	3597
1721	22205	3584
1722	22220	3572
1723	22233	3559
1724	22245	3546
1725	22258	3533
1726	22272	3520
1727	22284	3507
1728	22298	3495
1729	22311	3482
1730	22324	3469
1731	22337	3456
1732	22349	3443
1733	22362	3430
1734	22374	3417
1735	22387	3404
1736	22399	3391
1737	22413	3378
1738	22426	3365
1739	22439	3352
1740	22443	3338
1741	22456	3325
1742	22469	3313
1743	22482	3300
1744	22495	3287
1745	22507	3274
1746	22520	3261
1747	22534	3248
1748	22547	3235
1749	22560	3222
1750	22573	3210
1751	22585	3196
1752	22599	3184
1753	22613	3171
1754	22626	3158
1755	22642	3146
1756	22655	3133
1757	22668	3120
1758	22681	3107
1759	22694	3094
1760	22707	3081
1761	22720	3068
1762	22733	3056
1763	22747	3043
1764	22761	3030
1765	22773	3017
1766	22785	3004
1767	22798	2991
1768	22811	2978
1769	22824	2965
1770	22837	2953
1771	22851	2940
1772	22862	2927
1773	22875	2914
1774	22887	2901
1775	22901	2888
1776	22914	2875
1777	22927	2862
1778	22940	2849
1779	22954	2837
1780	22968	2824
1781	22981	2811
1782	22994	2798
1783	23007	2785
1784	23020	2772
1785	23033	2759
1786	23047	2747
1787	23060	2734
1788	23074	2721
1789	23087	2708
1790	23099	2695
1791	23112	2682
1792	23126	2669
1793	23139	2657
1794	23152	2644
1795	23166	2631
1796	23180	2618
1797	23193	2605
1798	23206	2592
1799	23218	2579
1800	23231	2566
1801	23243	2553
1802	23255	2540
1803	23270	2528
1804	23282	2515
1805	23295	2502
1806	23308	2489
1807	23322	2476
1808	23337	2464
1809	23351	2451
1810	23363	2438
1811	23378	2425
1812	23391	2412
1813	23404	2399
1814	23419	2387
1815	23433	2374
1816	23446	2361
1817	23459	2348
1818	23472	2335
1819	23485	2322
1820	23498	2309
1821	23511	2296
1822	23524	2284
1823	23537	2271
1824	23550	2258
1825	23563	2245
1826	23575	2232
1827	23589	2219
1828	23603	2206
1829	23616	2193
1830	23629	2180
1831	23641	2168
1832	23654	2155
1833	23666	2142
1834	23679	2129
1835	23692	2116
1836	23705	2103
1837	23718	2090
1838	23731	2077
1839	23744	2064
1840	23757	2051
1841	23770	2038
1842	23783	2026
1843	23796	2013
1844	23810	2000
1845	23823	1987
1846	23836	1974
1847	23849	1961
1848	23863	1948
1849	23876	1935
1850	23888	1922
1851	23902	1910
1852	23915	1897
1853	23929	1884
1854	23943	1871
1855	23956	1858
1856	23969	1845
1857	23982	1832
1858	23995	1820
1859	24009	1807
1860	24022	1794
1861	24035	1781
1862	24048	1768
1863	24061	1755
1864	24074	1742
1865	24087	1729
1866	24102	1716
1867	24114	1703
1868	24126	1691
1869	24140	1678
1870	24153	1665
1871	24166	1652
1872	24179	1639
1873	24192	1626
1874	24205	1613
1875	24219	1600
1876	24232	1587
1877	24244	1575
1878	24258	1562
1879	24270	1549
1880	24282	1536
1881	24295	1523
1882	24308	1510
1883	24322	1497
1884	24334	1484
1885	24347	1471
1886	24360	1458
1887	24373	1445
1888	24387	1433
1889	24400	1420
1890	24413	1407
1891	24427	1394
1892	24441	1381
1893	24454	1368
1894	24468	1355
1895	24481	1342
1896	24494	1329
1897	24507	1317
1898	24521	1304
1899	24535	1291
1900	24548	1278
1901	24562	1265
1902	24575	1252
1903	24588	1239
1904	24602	1226
1905	24614	1213
1906	24628	1201
1907	24641	1188
1908	24655	1175
1909	24669	1162
1910	24682	1149
1911	24694	1136
1912	24707	1123
1913	24719	1110
1914	24732	1097
1915	24746	1084
1916	24759	1072
1917	24773	1059
1918	24785	1046
1919	24799	1033
1920	24812	1020
1921	24825	1007
1922	24839	994
1923	24853	981
1924	24866	968
1925	24879	955
1926	24892	943
1927	24906	930
1928	24918	917
1929	24931	904
1930	24944	891
1931	24957	878
1932	24969	865
1933	24982	852
1934	24995	839
1935	25008	826
1936	25021	813
1937	25033	800
1938	25046	787
1939	25059	775
1940	25072	762
1941	25085	749
1942	25098	736
1943	25110	723
1944	25123	710
1945	25136	697
1946	25150	684
1947	25163	671
1948	25176	658
1949	25190	645
1950	25203	632
1951	25215	620
1952	25229	607
1953	25243	594
1954	25257	581
1955	25271	568
1956	25284	555
1957	25297	542
1958	25310	529
1959	25323	516
1960	25336	503
1961	25348	490
1962	25361	478
1963	25375	465
1964	25389	452
1965	25402	439
1966	25414	426
1967	25429	413
1968	25442	400
1969	25456	387
1970	25468	374
1971	25482	361
1972	25495	348
1973	25508	335
1974	25521	323
1975	25534	310
1976	25547	297
1977	25560	284
1978	25574	271
1979	25587	258
1980	25599	245
1981	25612	232
1982	25624	219
1983	25637	206
1984	25649	193
1985	25663	180
1986	25676	167
1987	25688	155
1988	25702	142
1989	25715	129
1990	25728	116
1991	25741	103
1992	25755	90
1993	25767	77
1994	25780	64
1995	25793	51
1996	25808	38
1997	25822	25
1998	25834	12
1999	25847	0
