iter	Logloss
1225	0.2280174357
1226	0.2280034071
1227	0.2279803064
1228	0.2279464802
1229	0.2279332228
1230	0.2279241307
1231	0.2278932181
1232	0.2278590492
1233	0.2278428913
1234	0.227834488
1235	0.2278221319
1236	0.2277988874
1237	0.2277518449
1238	0.2277327742
1239	0.2276669983
1240	0.2276562923
1241	0.2276390261
1242	0.2276216122
1243	0.2276038044
1244	0.2275823076
1245	0.2275515223
1246	0.2275365013
1247	0.2275284095
1248	0.2275140766
1249	0.2274870737
1250	0.2274701658
1251	0.227446058
1252	0.2274101704
1253	0.2273916454
1254	0.2273782503
1255	0.2273640633
1256	0.2273167473
1257	0.2272237912
1258	0.2272082421
1259	0.2271999972
1260	0.2271704639
1261	0.2271573116
1262	0.2271377624
1263	0.2271238973
1264	0.2270855657
1265	0.2270242545
1266	0.227015938
1267	0.2269932277
1268	0.2269124652
1269	0.2269011179
1270	0.2268850365
1271	0.2268579965
1272	0.2268279969
1273	0.2268118437
1274	0.2267906476
1275	0.2267567049
1276	0.2266496361
1277	0.2266269873
1278	0.226603778
1279	0.2265808938
1280	0.2265366782
1281	0.2265180887
1282	0.2264956547
1283	0.226479466
1284	0.2264335058
1285	0.2264137541
1286	0.2264027831
1287	0.2263850007
1288	0.2262632654
1289	0.2261729727
1290	0.22609844
1291	0.226058276
1292	0.2260464624
1293	0.2260315394
1294	0.2259579492
1295	0.2259224064
1296	0.2259092481
1297	0.2258893484
1298	0.2258765307
1299	0.225866809
1300	0.2258209868
1301	0.2258103488
1302	0.2257797119
1303	0.2257628627
1304	0.2257482112
1305	0.2257243778
1306	0.225713994
1307	0.225702376
1308	0.2256790093
1309	0.22559563
1310	0.2255808836
1311	0.2254867231
1312	0.2254706959
1313	0.2254546974
1314	0.2254343375
1315	0.2254277118
1316	0.2254055774
1317	0.2253931209
1318	0.2253695109
1319	0.2252858445
1320	0.2252833172
1321	0.22524698
1322	0.2252402016
1323	0.2251893824
1324	0.225168637
1325	0.2251531758
1326	0.2251203493
1327	0.2250539258
1328	0.2249497229
1329	0.2249347226
1330	0.2248953502
1331	0.2248635843
1332	0.2248501927
1333	0.2248324189
1334	0.2248011201
1335	0.224612776
1336	0.2246051918
1337	0.2245867774
1338	0.2245646922
1339	0.2245473693
1340	0.2244832818
1341	0.2243930057
1342	0.2243764944
1343	0.2243519926
1344	0.2243332893
1345	0.2242415976
1346	0.2242221247
1347	0.2241980578
1348	0.2241844508
1349	0.224146779
1350	0.2241105441
1351	0.2240944143
1352	0.2240654804
1353	0.2240543751
1354	0.2240384949
1355	0.2240069276
1356	0.2239254792
1357	0.2238186649
1358	0.2238080833
1359	0.2237864144
1360	0.2237697166
1361	0.2237423871
1362	0.2236349241
1363	0.2236242148
1364	0.2236053621
1365	0.2235784057
1366	0.2235502645
1367	0.2234696001
1368	0.2234478926
1369	0.2234302325
1370	0.2234146085
1371	0.223405418
1372	0.2233939421
1373	0.2233819785
1374	0.2233656852
1375	0.2233207069
1376	0.2233057023
1377	0.2232878376
1378	0.2231939274
1379	0.2231749699
1380	0.2230916976
1381	0.2230744566
1382	0.2230399681
1383	0.2230142013
1384	0.2229941199
1385	0.2229657171
1386	0.222945935
1387	0.2228439351
1388	0.2227929214
1389	0.2227726222
1390	0.2227487261
1391	0.222729518
1392	0.2227147699
1393	0.2226950509
1394	0.2225597343
1395	0.2225428723
1396	0.2225326903
1397	0.2225240575
1398	0.2225152042
1399	0.2224781474
1400	0.2224459056
1401	0.2224347245
1402	0.2224221683
1403	0.2224048816
1404	0.2223835446
1405	0.2223671444
1406	0.2223439549
1407	0.2223139754
1408	0.2222942429
1409	0.2222664042
1410	0.2222524044
1411	0.2222329591
1412	0.2222247335
1413	0.2222060041
1414	0.2221796993
1415	0.2221729598
1416	0.2221655111
1417	0.2220612051
1418	0.22203228
1419	0.2219998957
1420	0.2219816265
1421	0.2219675818
1422	0.2219463521
1423	0.2219279063
1424	0.2219197862
1425	0.2218624923
1426	0.2217928149
1427	0.2217837112
1428	0.2217690508
1429	0.2216575527
1430	0.2216274107
1431	0.2216107065
1432	0.2215935941
1433	0.2215635976
1434	0.2215361311
1435	0.2215164403
1436	0.2214930957
1437	0.22148143
1438	0.2214100598
1439	0.2214002063
1440	0.221386888
1441	0.2213633915
1442	0.2213508629
1443	0.2213121685
1444	0.2212954483
1445	0.2212799113
1446	0.2212655866
1447	0.2212471916
1448	0.2212340617
1449	0.2211978906
1450	0.221188703
1451	0.2211668122
1452	0.22115012
1453	0.2211337578
1454	0.2211060088
1455	0.2210912352
1456	0.2210676505
1457	0.2209930808
1458	0.2209756404
1459	0.2209451414
1460	0.2209335584
1461	0.2209121313
1462	0.2208994092
1463	0.220879205
1464	0.2208420906
1465	0.2208221275
1466	0.2208058633
1467	0.2207903085
1468	0.220778197
1469	0.2207489065
1470	0.2207324212
1471	0.2207166919
1472	0.2207004611
1473	0.2206084672
1474	0.220596831
1475	0.2205854129
1476	0.220497953
1477	0.2204869195
1478	0.2204748481
1479	0.2203349797
1480	0.2203081115
1481	0.2202904984
1482	0.2202744042
1483	0.2202415969
1484	0.2202192774
1485	0.2201976181
1486	0.2201826251
1487	0.2201585044
1488	0.2201470396
1489	0.2201310954
1490	0.220118118
1491	0.2201091883
1492	0.2200915587
1493	0.2200712
1494	0.2200183256
1495	0.219986261
1496	0.219957678
1497	0.2199448734
1498	0.2199285453
1499	0.2198813516
1500	0.2198676535
1501	0.2198585924
1502	0.2198363447
1503	0.2198219282
1504	0.2197842589
1505	0.2196613994
1506	0.219643819
1507	0.2196294954
1508	0.2196191322
1509	0.2195989305
1510	0.2195664
1511	0.2195318299
